state,month,households,persons,region,year,date
North Carolina,Jan 2025,749929.0,1504348.0,SERO,2025,2025-01-01
North Carolina,Feb 2025,738578.0,1475008.0,SERO,2025,2025-02-01
North Carolina,Mar 2025,734669.0,1462170.0,SERO,2025,2025-03-01
North Carolina,Apr 2025,713077.0,1416527.0,SERO,2025,2025-04-01
North Carolina,May 2025,687718.0,1378291.0,SERO,2025,2025-05-01
North Carolina,Jun 2025,671581.0,1350026.0,SERO,2025,2025-06-01
North Carolina,Jul 2025,672676.0,1353090.0,SERO,2025,2025-07-01
North Carolina,Aug 2025,675621.0,1359474.0,SERO,2025,2025-08-01
North Carolina,Sep 2025,674682.0,1356604.0,SERO,2025,2025-09-01
South Carolina,Oct 2024,287886.0,605513.0,SERO,2024,2024-10-01
South Carolina,Nov 2024,333827.0,701330.0,SERO,2024,2024-11-01
South Carolina,Dec 2024,330413.0,695302.0,SERO,2024,2024-12-01
South Carolina,Jan 2025,271014.0,569075.0,SERO,2025,2025-01-01
South Carolina,Feb 2025,270974.0,568827.0,SERO,2025,2025-02-01
South Carolina,Mar 2025,270934.0,568259.0,SERO,2025,2025-03-01
South Carolina,Apr 2025,271033.0,567310.0,SERO,2025,2025-04-01
South Carolina,May 2025,271592.0,567895.0,SERO,2025,2025-05-01
South Carolina,Jun 2025,273110.0,570687.0,SERO,2025,2025-06-01
South Carolina,Jul 2025,270106.0,564900.0,SERO,2025,2025-07-01
South Carolina,Aug 2025,268158.0,560790.0,SERO,2025,2025-08-01
South Carolina,Sep 2025,266350.0,556359.0,SERO,2025,2025-09-01
Tennessee,Oct 2024,371922.0,758323.0,SERO,2024,2024-10-01
Tennessee,Nov 2024,339460.0,689477.0,SERO,2024,2024-11-01
Tennessee,Dec 2024,337705.0,681706.0,SERO,2024,2024-12-01
Tennessee,Jan 2025,344777.0,695903.0,SERO,2025,2025-01-01
Tennessee,Feb 2025,344919.0,694241.0,SERO,2025,2025-02-01
Tennessee,Mar 2025,341001.0,688650.0,SERO,2025,2025-03-01
Tennessee,Apr 2025,340581.0,687647.0,SERO,2025,2025-04-01
Tennessee,May 2025,341555.0,690545.0,SERO,2025,2025-05-01
Tennessee,Jun 2025,338812.0,682128.0,SERO,2025,2025-06-01
Tennessee,Jul 2025,345562.0,696762.0,SERO,2025,2025-07-01
Tennessee,Aug 2025,346795.0,696830.0,SERO,2025,2025-08-01
Tennessee,Sep 2025,345141.0,690634.0,SERO,2025,2025-09-01
Illinois,Oct 2024,1063040.0,1933116.0,MWRO,2024,2024-10-01
Illinois,Nov 2024,1080998.0,1938206.0,MWRO,2024,2024-11-01
Illinois,Dec 2024,1056094.0,1923744.0,MWRO,2024,2024-12-01
Illinois,Jan 2025,1048618.0,1908007.0,MWRO,2025,2025-01-01
Illinois,Feb 2025,1042359.0,1895517.0,MWRO,2025,2025-02-01
Illinois,Mar 2025,1048962.0,1905151.0,MWRO,2025,2025-03-01
Illinois,Apr 2025,1036293.0,1882087.0,MWRO,2025,2025-04-01
Illinois,May 2025,1036667.0,1879564.0,MWRO,2025,2025-05-01
Illinois,Jun 2025,1030500.0,1869744.0,MWRO,2025,2025-06-01
Illinois,Jul 2025,1040717.0,1887917.0,MWRO,2025,2025-07-01
Illinois,Aug 2025,1030624.0,1864405.0,MWRO,2025,2025-08-01
Illinois,Sep 2025,1030315.0,1864294.0,MWRO,2025,2025-09-01
Indiana,Oct 2024,290103.0,609864.0,MWRO,2024,2024-10-01
Indiana,Nov 2024,289308.0,609255.0,MWRO,2024,2024-11-01
Indiana,Dec 2024,290304.0,610429.0,MWRO,2024,2024-12-01
Indiana,Jan 2025,286243.0,600776.0,MWRO,2025,2025-01-01
Indiana,Feb 2025,284142.0,596803.0,MWRO,2025,2025-02-01
Indiana,Mar 2025,284304.0,595945.0,MWRO,2025,2025-03-01
Indiana,Apr 2025,281112.0,588485.0,MWRO,2025,2025-04-01
Indiana,May 2025,280166.0,586403.0,MWRO,2025,2025-05-01
Indiana,Jun 2025,277693.0,580902.0,MWRO,2025,2025-06-01
Indiana,Jul 2025,275966.0,577352.0,MWRO,2025,2025-07-01
Indiana,Aug 2025,274669.0,574180.0,MWRO,2025,2025-08-01
Indiana,Sep 2025,273867.0,571927.0,MWRO,2025,2025-09-01
Iowa,Oct 2024,129282.0,263721.0,MWRO,2024,2024-10-01
Iowa,Nov 2024,128499.0,262559.0,MWRO,2024,2024-11-01
Iowa,Dec 2024,128300.0,262104.0,MWRO,2024,2024-12-01
Iowa,Jan 2025,127952.0,261142.0,MWRO,2025,2025-01-01
Iowa,Feb 2025,128448.0,262502.0,MWRO,2025,2025-02-01
Iowa,Mar 2025,129109.0,263913.0,MWRO,2025,2025-03-01
Iowa,Apr 2025,130038.0,265385.0,MWRO,2025,2025-04-01
Iowa,May 2025,130767.0,267158.0,MWRO,2025,2025-05-01
Iowa,Jun 2025,130592.0,266947.0,MWRO,2025,2025-06-01
Iowa,Jul 2025,130333.0,265969.0,MWRO,2025,2025-07-01
Iowa,Aug 2025,130658.0,267078.0,MWRO,2025,2025-08-01
Iowa,Sep 2025,130136.0,265793.0,MWRO,2025,2025-09-01
Michigan,Oct 2024,784461.0,1487670.0,MWRO,2024,2024-10-01
Michigan,Nov 2024,771492.0,1462020.0,MWRO,2024,2024-11-01
Michigan,Dec 2024,786808.0,1488830.0,MWRO,2024,2024-12-01
Michigan,Jan 2025,799309.0,1508947.0,MWRO,2025,2025-01-01
Michigan,Feb 2025,797107.0,1506523.0,MWRO,2025,2025-02-01
Michigan,Mar 2025,795285.0,1499077.0,MWRO,2025,2025-03-01
Michigan,Apr 2025,788991.0,1488317.0,MWRO,2025,2025-04-01
Michigan,May 2025,781600.0,1473832.0,MWRO,2025,2025-05-01
Michigan,Jun 2025,782275.0,1474701.0,MWRO,2025,2025-06-01
Michigan,Jul 2025,811802.0,1524920.0,MWRO,2025,2025-07-01
Michigan,Aug 2025,783390.0,1481986.0,MWRO,2025,2025-08-01
Michigan,Sep 2025,785108.0,1484493.0,MWRO,2025,2025-09-01
Minnesota,Oct 2024,239635.0,458405.0,MWRO,2024,2024-10-01
Minnesota,Nov 2024,238334.0,455500.0,MWRO,2024,2024-11-01
Minnesota,Dec 2024,238467.0,454865.0,MWRO,2024,2024-12-01
Minnesota,Jan 2025,235854.0,451151.0,MWRO,2025,2025-01-01
Minnesota,Feb 2025,236072.0,451738.0,MWRO,2025,2025-02-01
Minnesota,Mar 2025,236805.0,451908.0,MWRO,2025,2025-03-01
Minnesota,Apr 2025,237442.0,452653.0,MWRO,2025,2025-04-01
Minnesota,May 2025,237118.0,451966.0,MWRO,2025,2025-05-01
Minnesota,Jun 2025,236150.0,448841.0,MWRO,2025,2025-06-01
Minnesota,Jul 2025,237003.0,451007.0,MWRO,2025,2025-07-01
Minnesota,Aug 2025,236616.0,451515.0,MWRO,2025,2025-08-01
Minnesota,Sep 2025,237198.0,452191.0,MWRO,2025,2025-09-01
Ohio,Oct 2024,724286.0,1408693.0,MWRO,2024,2024-10-01
Ohio,Nov 2024,727461.0,1416662.0,MWRO,2024,2024-11-01
Ohio,Dec 2024,731506.0,1434294.0,MWRO,2024,2024-12-01
Ohio,Jan 2025,734096.0,1444052.0,MWRO,2025,2025-01-01
Ohio,Feb 2025,731165.0,1437911.0,MWRO,2025,2025-02-01
Ohio,Mar 2025,734430.0,1437724.0,MWRO,2025,2025-03-01
Ohio,Apr 2025,737334.0,1441842.0,MWRO,2025,2025-04-01
Ohio,May 2025,741867.0,1450955.0,MWRO,2025,2025-05-01
Ohio,Jun 2025,735476.0,1437112.0,MWRO,2025,2025-06-01
Ohio,Jul 2025,738280.0,1446062.0,MWRO,2025,2025-07-01
Ohio,Aug 2025,738605.0,1445846.0,MWRO,2025,2025-08-01
Ohio,Sep 2025,733349.0,1433712.0,MWRO,2025,2025-09-01
Wisconsin,Oct 2024,370202.0,703430.0,MWRO,2024,2024-10-01
Wisconsin,Nov 2024,368428.0,698943.0,MWRO,2024,2024-11-01
Wisconsin,Dec 2024,368317.0,697818.0,MWRO,2024,2024-12-01
Wisconsin,Jan 2025,371372.0,700370.0,MWRO,2025,2025-01-01
Wisconsin,Feb 2025,372436.0,700640.0,MWRO,2025,2025-02-01
Wisconsin,Mar 2025,374506.0,702255.0,MWRO,2025,2025-03-01
Wisconsin,Apr 2025,369717.0,693487.0,MWRO,2025,2025-04-01
Wisconsin,May 2025,367659.0,689315.0,MWRO,2025,2025-05-01
Wisconsin,Jun 2025,366975.0,687133.0,MWRO,2025,2025-06-01
Wisconsin,Jul 2025,361438.0,676206.0,MWRO,2025,2025-07-01
Wisconsin,Aug 2025,365088.0,683822.0,MWRO,2025,2025-08-01
Wisconsin,Sep 2025,365172.0,683562.0,MWRO,2025,2025-09-01
Arizona,Oct 2024,454339.0,912409.0,SWRO,2024,2024-10-01
Arizona,Nov 2024,452121.0,906998.0,SWRO,2024,2024-11-01
Arizona,Dec 2024,452014.0,905583.0,SWRO,2024,2024-12-01
Arizona,Jan 2025,449720.0,898476.0,SWRO,2025,2025-01-01
Arizona,Feb 2025,447348.0,892565.0,SWRO,2025,2025-02-01
Arizona,Mar 2025,449855.0,896602.0,SWRO,2025,2025-03-01
Arizona,Apr 2025,444424.0,886862.0,SWRO,2025,2025-04-01
Arizona,May 2025,444810.0,887253.0,SWRO,2025,2025-05-01
Arizona,Jun 2025,444645.0,886806.0,SWRO,2025,2025-06-01
Arizona,Jul 2025,443106.0,882419.0,SWRO,2025,2025-07-01
Arizona,Aug 2025,440407.0,875273.0,SWRO,2025,2025-08-01
Arizona,Sep 2025,427054.0,843509.0,SWRO,2025,2025-09-01
Arkansas,Oct 2024,124703.0,234792.0,SWRO,2024,2024-10-01
Arkansas,Nov 2024,124442.0,234948.0,SWRO,2024,2024-11-01
Arkansas,Dec 2024,124814.0,235533.0,SWRO,2024,2024-12-01
Arkansas,Jan 2025,126711.0,239627.0,SWRO,2025,2025-01-01
Arkansas,Feb 2025,126425.0,239265.0,SWRO,2025,2025-02-01
Arkansas,Mar 2025,128076.0,241498.0,SWRO,2025,2025-03-01
Arkansas,Apr 2025,127258.0,239993.0,SWRO,2025,2025-04-01
Arkansas,May 2025,126839.0,239748.0,SWRO,2025,2025-05-01
Arkansas,Jun 2025,127278.0,241210.0,SWRO,2025,2025-06-01
Arkansas,Jul 2025,127048.0,240934.0,SWRO,2025,2025-07-01
Arkansas,Aug 2025,131557.0,253108.0,SWRO,2025,2025-08-01
Arkansas,Sep 2025,127839.0,243879.0,SWRO,2025,2025-09-01
Louisiana,Oct 2024,419025.0,849163.0,SWRO,2024,2024-10-01
Louisiana,Nov 2024,422650.0,858285.0,SWRO,2024,2024-11-01
Louisiana,Dec 2024,431184.0,874845.0,SWRO,2024,2024-12-01
Louisiana,Jan 2025,406933.0,825467.0,SWRO,2025,2025-01-01
Louisiana,Feb 2025,405038.0,818120.0,SWRO,2025,2025-02-01
Louisiana,Mar 2025,402442.0,813763.0,SWRO,2025,2025-03-01
Louisiana,Apr 2025,400261.0,810034.0,SWRO,2025,2025-04-01
Louisiana,May 2025,397526.0,803988.0,SWRO,2025,2025-05-01
Louisiana,Jun 2025,390529.0,791032.0,SWRO,2025,2025-06-01
Louisiana,Jul 2025,393849.0,800046.0,SWRO,2025,2025-07-01
Louisiana,Aug 2025,391459.0,794379.0,SWRO,2025,2025-08-01
Louisiana,Sep 2025,386514.0,782139.0,SWRO,2025,2025-09-01
New Mexico,Oct 2024,264970.0,487113.0,SWRO,2024,2024-10-01
New Mexico,Nov 2024,260196.0,478646.0,SWRO,2024,2024-11-01
New Mexico,Dec 2024,257611.0,474029.0,SWRO,2024,2024-12-01
New Mexico,Jan 2025,255717.0,471266.0,SWRO,2025,2025-01-01
New Mexico,Feb 2025,252226.0,465681.0,SWRO,2025,2025-02-01
New Mexico,Mar 2025,250958.0,463339.0,SWRO,2025,2025-03-01
New Mexico,Apr 2025,248277.0,459066.0,SWRO,2025,2025-04-01
New Mexico,May 2025,248010.0,457699.0,SWRO,2025,2025-05-01
New Mexico,Jun 2025,248341.0,458019.0,SWRO,2025,2025-06-01
New Mexico,Jul 2025,248879.0,459108.0,SWRO,2025,2025-07-01
New Mexico,Aug 2025,248996.0,459358.0,SWRO,2025,2025-08-01
New Mexico,Sep 2025,249404.0,459645.0,SWRO,2025,2025-09-01
Oklahoma,Oct 2024,343017.0,702480.0,SWRO,2024,2024-10-01
Oklahoma,Nov 2024,343318.0,702750.0,SWRO,2024,2024-11-01
Oklahoma,Dec 2024,341704.0,699307.0,SWRO,2024,2024-12-01
Oklahoma,Jan 2025,342647.0,701611.0,SWRO,2025,2025-01-01
Oklahoma,Feb 2025,338957.0,694059.0,SWRO,2025,2025-02-01
Oklahoma,Mar 2025,339764.0,694649.0,SWRO,2025,2025-03-01
Oklahoma,Apr 2025,340213.0,694088.0,SWRO,2025,2025-04-01
Oklahoma,May 2025,339504.0,692477.0,SWRO,2025,2025-05-01
Oklahoma,Jun 2025,339362.0,691754.0,SWRO,2025,2025-06-01
Oklahoma,Jul 2025,338450.0,689393.0,SWRO,2025,2025-07-01
Oklahoma,Aug 2025,337906.0,687879.0,SWRO,2025,2025-08-01
Oklahoma,Sep 2025,334138.0,680317.0,SWRO,2025,2025-09-01
Texas,Oct 2024,1595548.0,3488127.0,SWRO,2024,2024-10-01
Texas,Nov 2024,1603890.0,3499384.0,SWRO,2024,2024-11-01
Texas,Dec 2024,1606415.0,3492479.0,SWRO,2024,2024-12-01
Texas,Jan 2025,1606959.0,3489634.0,SWRO,2025,2025-01-01
Texas,Feb 2025,1591818.0,3466003.0,SWRO,2025,2025-02-01
Texas,Mar 2025,1604181.0,3489678.0,SWRO,2025,2025-03-01
Texas,Apr 2025,1599006.0,3480330.0,SWRO,2025,2025-04-01
Texas,May 2025,1581331.0,3455085.0,SWRO,2025,2025-05-01
Texas,Jun 2025,1581297.0,3457259.0,SWRO,2025,2025-06-01
Texas,Jul 2025,1579527.0,3446051.0,SWRO,2025,2025-07-01
Texas,Aug 2025,1582466.0,3450143.0,SWRO,2025,2025-08-01
Texas,Sep 2025,1588061.0,3455144.0,SWRO,2025,2025-09-01
Utah,Oct 2024,90613.0,178153.0,SWRO,2024,2024-10-01
Utah,Nov 2024,89268.0,176692.0,SWRO,2024,2024-11-01
Utah,Dec 2024,89328.0,177134.0,SWRO,2024,2024-12-01
Utah,Jan 2025,90132.0,178282.0,SWRO,2025,2025-01-01
Utah,Feb 2025,89143.0,177345.0,SWRO,2025,2025-02-01
Utah,Mar 2025,90523.0,178859.0,SWRO,2025,2025-03-01
Utah,Apr 2025,89475.0,177537.0,SWRO,2025,2025-04-01
Utah,May 2025,89026.0,177087.0,SWRO,2025,2025-05-01
Utah,Jun 2025,87657.0,174386.0,SWRO,2025,2025-06-01
Utah,Jul 2025,88002.0,173585.0,SWRO,2025,2025-07-01
Utah,Aug 2025,88025.0,173828.0,SWRO,2025,2025-08-01
Utah,Sep 2025,86410.0,171753.0,SWRO,2025,2025-09-01
Colorado,Oct 2024,329041.0,611567.0,MPRO,2024,2024-10-01
Colorado,Nov 2024,329986.0,612375.0,MPRO,2024,2024-11-01
Colorado,Dec 2024,333728.0,617764.0,MPRO,2024,2024-12-01
Colorado,Jan 2025,336172.0,620478.0,MPRO,2025,2025-01-01
Colorado,Feb 2025,333638.0,615935.0,MPRO,2025,2025-02-01
Colorado,Mar 2025,334834.0,617057.0,MPRO,2025,2025-03-01
Colorado,Apr 2025,333893.0,615319.0,MPRO,2025,2025-04-01
Colorado,May 2025,334341.0,614843.0,MPRO,2025,2025-05-01
Colorado,Jun 2025,334590.0,614911.0,MPRO,2025,2025-06-01
Colorado,Jul 2025,329943.0,606152.0,MPRO,2025,2025-07-01
Colorado,Aug 2025,327662.0,602121.0,MPRO,2025,2025-08-01
Colorado,Sep 2025,328489.0,603391.0,MPRO,2025,2025-09-01
Kansas,Oct 2024,93674.0,188999.0,MPRO,2024,2024-10-01
Kansas,Nov 2024,93510.0,188811.0,MPRO,2024,2024-11-01
Kansas,Dec 2024,93622.0,188590.0,MPRO,2024,2024-12-01
Kansas,Jan 2025,92946.0,187290.0,MPRO,2025,2025-01-01
Kansas,Feb 2025,92478.0,185975.0,MPRO,2025,2025-02-01
Kansas,Mar 2025,92673.0,185818.0,MPRO,2025,2025-03-01
Kansas,Apr 2025,93015.0,186183.0,MPRO,2025,2025-04-01
Kansas,May 2025,93122.0,186036.0,MPRO,2025,2025-05-01
Kansas,Jun 2025,93323.0,186560.0,MPRO,2025,2025-06-01
Kansas,Jul 2025,93715.0,187384.0,MPRO,2025,2025-07-01
Kansas,Aug 2025,94067.0,188066.0,MPRO,2025,2025-08-01
Kansas,Sep 2025,93631.0,186462.0,MPRO,2025,2025-09-01
Missouri,Oct 2024,331053.0,674772.0,MPRO,2024,2024-10-01
Missouri,Nov 2024,328603.0,670282.0,MPRO,2024,2024-11-01
Missouri,Dec 2024,328068.0,668210.0,MPRO,2024,2024-12-01
Missouri,Jan 2025,324222.0,659962.0,MPRO,2025,2025-01-01
Missouri,Feb 2025,321003.0,654673.0,MPRO,2025,2025-02-01
Missouri,Mar 2025,320997.0,654108.0,MPRO,2025,2025-03-01
Missouri,Apr 2025,320118.0,652427.0,MPRO,2025,2025-04-01
Missouri,May 2025,322265.0,655940.0,MPRO,2025,2025-05-01
Missouri,Jun 2025,324645.0,660033.0,MPRO,2025,2025-06-01
Missouri,Jul 2025,326153.0,662806.0,MPRO,2025,2025-07-01
Missouri,Aug 2025,328395.0,667531.0,MPRO,2025,2025-08-01
Missouri,Sep 2025,329021.0,667837.0,MPRO,2025,2025-09-01
Montana,Oct 2024,41333.0,80271.0,MPRO,2024,2024-10-01
Montana,Nov 2024,41115.0,79720.0,MPRO,2024,2024-11-01
Montana,Dec 2024,41327.0,80009.0,MPRO,2024,2024-12-01
Montana,Jan 2025,41610.0,80591.0,MPRO,2025,2025-01-01
Montana,Feb 2025,41722.0,80779.0,MPRO,2025,2025-02-01
Montana,Mar 2025,41774.0,80683.0,MPRO,2025,2025-03-01
Montana,Apr 2025,41819.0,80612.0,MPRO,2025,2025-04-01
Montana,May 2025,41792.0,80523.0,MPRO,2025,2025-05-01
Montana,Jun 2025,41598.0,80066.0,MPRO,2025,2025-06-01
Montana,Jul 2025,41054.0,78677.0,MPRO,2025,2025-07-01
Montana,Aug 2025,40822.0,78327.0,MPRO,2025,2025-08-01
Montana,Sep 2025,40576.0,77679.0,MPRO,2025,2025-09-01
Nebraska,Oct 2024,74843.0,152066.0,MPRO,2024,2024-10-01
Nebraska,Nov 2024,75321.0,152809.0,MPRO,2024,2024-11-01
Nebraska,Dec 2024,74941.0,151895.0,MPRO,2024,2024-12-01
Nebraska,Jan 2025,75036.0,151994.0,MPRO,2025,2025-01-01
Nebraska,Feb 2025,74292.0,150149.0,MPRO,2025,2025-02-01
Nebraska,Mar 2025,74585.0,150501.0,MPRO,2025,2025-03-01
Nebraska,Apr 2025,74534.0,150264.0,MPRO,2025,2025-04-01
Nebraska,May 2025,74727.0,150600.0,MPRO,2025,2025-05-01
Nebraska,Jun 2025,74231.0,149699.0,MPRO,2025,2025-06-01
Nebraska,Jul 2025,74126.0,149423.0,MPRO,2025,2025-07-01
Nebraska,Aug 2025,74182.0,149527.0,MPRO,2025,2025-08-01
Nebraska,Sep 2025,73604.0,148120.0,MPRO,2025,2025-09-01
North Dakota,Oct 2024,26731.0,52347.0,MPRO,2024,2024-10-01
North Dakota,Nov 2024,26780.0,52264.0,MPRO,2024,2024-11-01
North Dakota,Dec 2024,27357.0,53683.0,MPRO,2024,2024-12-01
North Dakota,Jan 2025,28179.0,55532.0,MPRO,2025,2025-01-01
North Dakota,Feb 2025,28760.0,56804.0,MPRO,2025,2025-02-01
North Dakota,Mar 2025,28352.0,56560.0,MPRO,2025,2025-03-01
North Dakota,Apr 2025,28532.0,56870.0,MPRO,2025,2025-04-01
North Dakota,May 2025,28532.0,57129.0,MPRO,2025,2025-05-01
North Dakota,Jun 2025,28599.0,51179.0,MPRO,2025,2025-06-01
North Dakota,Jul 2025,28450.0,56789.0,MPRO,2025,2025-07-01
North Dakota,Aug 2025,28450.0,56786.0,MPRO,2025,2025-08-01
North Dakota,Sep 2025,28590.0,57171.0,MPRO,2025,2025-09-01
South Dakota,Oct 2024,37751.0,75739.0,MPRO,2024,2024-10-01
South Dakota,Nov 2024,37627.0,75220.0,MPRO,2024,2024-11-01
South Dakota,Dec 2024,37551.0,75103.0,MPRO,2024,2024-12-01
South Dakota,Jan 2025,37736.0,75412.0,MPRO,2025,2025-01-01
South Dakota,Feb 2025,37645.0,75353.0,MPRO,2025,2025-02-01
South Dakota,Mar 2025,37630.0,75093.0,MPRO,2025,2025-03-01
South Dakota,Apr 2025,37772.0,75363.0,MPRO,2025,2025-04-01
South Dakota,May 2025,37712.0,75282.0,MPRO,2025,2025-05-01
South Dakota,Jun 2025,37696.0,75329.0,MPRO,2025,2025-06-01
South Dakota,Jul 2025,37543.0,74956.0,MPRO,2025,2025-07-01
South Dakota,Aug 2025,37442.0,74802.0,MPRO,2025,2025-08-01
South Dakota,Sep 2025,37456.0,74459.0,MPRO,2025,2025-09-01
Wyoming,Oct 2024,13512.0,28456.0,MPRO,2024,2024-10-01
Wyoming,Nov 2024,13455.0,28251.0,MPRO,2024,2024-11-01
Wyoming,Dec 2024,13455.0,28072.0,MPRO,2024,2024-12-01
Wyoming,Jan 2025,13513.0,28334.0,MPRO,2025,2025-01-01
Wyoming,Feb 2025,13394.0,28096.0,MPRO,2025,2025-02-01
Wyoming,Mar 2025,13362.0,27842.0,MPRO,2025,2025-03-01
Wyoming,Apr 2025,13288.0,27593.0,MPRO,2025,2025-04-01
Wyoming,May 2025,13073.0,27122.0,MPRO,2025,2025-05-01
Wyoming,Jun 2025,12939.0,26927.0,MPRO,2025,2025-06-01
Wyoming,Jul 2025,12715.0,26435.0,MPRO,2025,2025-07-01
Wyoming,Aug 2025,12693.0,26347.0,MPRO,2025,2025-08-01
Wyoming,Sep 2025,12726.0,26393.0,MPRO,2025,2025-09-01
Alaska,Oct 2024,30202.0,64131.0,WRO,2024,2024-10-01
Alaska,Nov 2024,30165.0,63590.0,WRO,2024,2024-11-01
Alaska,Dec 2024,30510.0,64351.0,WRO,2024,2024-12-01
Alaska,Jan 2025,29974.0,62916.0,WRO,2025,2025-01-01
Alaska,Feb 2025,30095.0,63698.0,WRO,2025,2025-02-01
Alaska,Mar 2025,29273.0,61389.0,WRO,2025,2025-03-01
Alaska,Apr 2025,30102.0,63507.0,WRO,2025,2025-04-01
Alaska,May 2025,31193.0,66376.0,WRO,2025,2025-05-01
Alaska,Jun 2025,31271.0,66572.0,WRO,2025,2025-06-01
Alaska,Jul 2025,31566.0,67168.0,WRO,2025,2025-07-01
Alaska,Aug 2025,31117.0,66481.0,WRO,2025,2025-08-01
Alaska,Sep 2025,30522.0,65146.0,WRO,2025,2025-09-01
California,Oct 2024,3216228.0,5487503.0,WRO,2024,2024-10-01
California,Nov 2024,3218729.0,5485613.0,WRO,2024,2024-11-01
California,Dec 2024,3235612.0,5504763.0,WRO,2024,2024-12-01
California,Jan 2025,3235148.0,5496920.0,WRO,2025,2025-01-01
California,Feb 2025,3237952.0,5497691.0,WRO,2025,2025-02-01
California,Mar 2025,3243361.0,5494014.0,WRO,2025,2025-03-01
California,Apr 2025,3251191.0,5495825.0,WRO,2025,2025-04-01
California,May 2025,3255676.0,5494318.0,WRO,2025,2025-05-01
California,Jun 2025,3251615.0,5477070.0,WRO,2025,2025-06-01
California,Jul 2025,3237802.0,5449432.0,WRO,2025,2025-07-01
California,Aug 2025,3218583.0,5415353.0,WRO,2025,2025-08-01
California,Sep 2025,3207415.0,5389768.0,WRO,2025,2025-09-01
Hawaii,Oct 2024,83463.0,158170.0,WRO,2024,2024-10-01
Hawaii,Nov 2024,83364.0,158425.0,WRO,2024,2024-11-01
Hawaii,Dec 2024,82439.0,157287.0,WRO,2024,2024-12-01
Hawaii,Jan 2025,81329.0,155783.0,WRO,2025,2025-01-01
Hawaii,Feb 2025,81883.0,157314.0,WRO,2025,2025-02-01
Hawaii,Mar 2025,82617.0,159078.0,WRO,2025,2025-03-01
Hawaii,Apr 2025,83266.0,160967.0,WRO,2025,2025-04-01
Hawaii,May 2025,84333.0,163576.0,WRO,2025,2025-05-01
Hawaii,Jun 2025,84773.0,164878.0,WRO,2025,2025-06-01
Hawaii,Jul 2025,84847.0,165536.0,WRO,2025,2025-07-01
Hawaii,Aug 2025,84890.0,165782.0,WRO,2025,2025-08-01
Hawaii,Sep 2025,86230.0,168947.0,WRO,2025,2025-09-01
Idaho,Oct 2024,66704.0,132681.0,WRO,2024,2024-10-01
Idaho,Nov 2024,67094.0,133304.0,WRO,2024,2024-11-01
Idaho,Dec 2024,67634.0,134279.0,WRO,2024,2024-12-01
Idaho,Jan 2025,67894.0,134855.0,WRO,2025,2025-01-01
Idaho,Feb 2025,67955.0,134865.0,WRO,2025,2025-02-01
Idaho,Mar 2025,68416.0,135547.0,WRO,2025,2025-03-01
Idaho,Apr 2025,68055.0,134557.0,WRO,2025,2025-04-01
Idaho,May 2025,67707.0,133545.0,WRO,2025,2025-05-01
Idaho,Jun 2025,67168.0,132534.0,WRO,2025,2025-06-01
Idaho,Jul 2025,66861.0,131191.0,WRO,2025,2025-07-01
Idaho,Aug 2025,66448.0,130364.0,WRO,2025,2025-08-01
Idaho,Sep 2025,66214.0,129754.0,WRO,2025,2025-09-01
Nevada,Oct 2024,275439.0,511207.0,WRO,2024,2024-10-01
Nevada,Nov 2024,274229.0,508396.0,WRO,2024,2024-11-01
Nevada,Dec 2024,273328.0,505691.0,WRO,2024,2024-12-01
Nevada,Jan 2025,272898.0,503643.0,WRO,2025,2025-01-01
Nevada,Feb 2025,271637.0,500099.0,WRO,2025,2025-02-01
Nevada,Mar 2025,270916.0,497901.0,WRO,2025,2025-03-01
Nevada,Apr 2025,271271.0,498155.0,WRO,2025,2025-04-01
Nevada,May 2025,270987.0,496848.0,WRO,2025,2025-05-01
Nevada,Jun 2025,268605.0,492270.0,WRO,2025,2025-06-01
Nevada,Jul 2025,265182.0,485581.0,WRO,2025,2025-07-01
Nevada,Aug 2025,260877.0,477673.0,WRO,2025,2025-08-01
Nevada,Sep 2025,257618.0,471768.0,WRO,2025,2025-09-01
Oregon,Oct 2024,447236.0,771719.0,WRO,2024,2024-10-01
Oregon,Nov 2024,446774.0,769943.0,WRO,2024,2024-11-01
Oregon,Dec 2024,449425.0,772311.0,WRO,2024,2024-12-01
Oregon,Jan 2025,451925.0,774581.0,WRO,2025,2025-01-01
Oregon,Feb 2025,452710.0,774005.0,WRO,2025,2025-02-01
Oregon,Mar 2025,454650.0,775544.0,WRO,2025,2025-03-01
Oregon,Apr 2025,455954.0,776467.0,WRO,2025,2025-04-01
Oregon,May 2025,454718.0,772893.0,WRO,2025,2025-05-01
Oregon,Jun 2025,454483.0,772310.0,WRO,2025,2025-06-01
Oregon,Jul 2025,451563.0,767566.0,WRO,2025,2025-07-01
Oregon,Aug 2025,449774.0,763773.0,WRO,2025,2025-08-01
Oregon,Sep 2025,447800.0,759622.0,WRO,2025,2025-09-01
Washington,Oct 2024,524146.0,903815.0,WRO,2024,2024-10-01
Washington,Nov 2024,523092.0,900844.0,WRO,2024,2024-11-01
Washington,Dec 2024,524466.0,901224.0,WRO,2024,2024-12-01
Washington,Jan 2025,527708.0,906403.0,WRO,2025,2025-01-01
Washington,Feb 2025,526788.0,902979.0,WRO,2025,2025-02-01
Washington,Mar 2025,529960.0,908497.0,WRO,2025,2025-03-01
Washington,Apr 2025,530716.0,906414.0,WRO,2025,2025-04-01
